tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn,cluster,customer_segment,churn_prob,expected_remaining,CLV
7,2023-05-30,357,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.05,594.21,70.4,23,5,5,1,84.89,New,43.6,Yes,3,Loyal Mid-tier,0.80767137,65,1063.240759178996
22,2022-02-09,3,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,440.77,90.6,24,5,6,0,20.04,Regular,49.7,Yes,3,Loyal Mid-tier,0.3128284,50,687.1715784072876
39,2020-09-05,335,Male,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),86.0,3347.06,93.0,27,2,3,1,85.82,Loyal,63.3,No,1,Veteran Champion,0.0134063205,33,2799.9528175592422
0,2023-12-11,28,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.21,0.0,78.1,12,3,3,1,48.21,New,51.4,No,0,Loyal Mid-tier,0.5116427,72,1695.1468103599548
6,2023-06-04,132,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.59,621.38,63.6,14,3,5,0,103.56,New,42.1,Yes,3,Loyal Mid-tier,0.8237493,66,1205.015434756279
11,2023-01-09,260,Male,0,No,No,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.02,725.1,112.1,19,2,2,0,65.92,New,65.4,No,2,Veteran Champion,0.11066654,61,3581.541603732109
6,2023-07-02,98,Female,0,No,No,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,77.27,463.48,37.9,11,7,7,0,77.25,New,27.4,Yes,3,Loyal Mid-tier,0.9380902,66,315.72880975484844
17,2022-07-07,244,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.39,1944.79,68.2,15,3,2,0,114.4,Regular,49.8,Yes,3,Loyal Mid-tier,0.65487844,55,2171.315054270625
65,2018-07-07,249,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.31,4956.79,81.6,21,2,4,2,76.26,Veteran,74.6,No,1,Veteran Champion,0.028115222,7,519.1516967159511
60,2018-12-16,126,Female,1,Yes,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.0,1199.06,93.4,24,0,4,0,19.98,Veteran,81.3,No,2,Veteran Champion,0.0024122775,12,239.42105770111084
43,2020-05-31,80,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,84.34,3625.42,72.8,20,3,4,0,84.31,Loyal,57.0,Yes,1,Veteran Champion,0.05209943,29,2318.432145081759
33,2021-03-12,81,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.19,2411.3,76.0,20,0,1,0,73.07,Loyal,73.7,No,2,Veteran Champion,0.02464284,39,2784.0692735302446
3,2023-09-29,10,Female,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,60.51,95.9,17,2,3,1,20.17,New,51.6,No,0,Loyal Mid-tier,0.16680221,69,1149.8129260540009
47,2020-01-16,300,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,83.77,3931.88,84.1,20,1,3,1,83.66,Loyal,70.9,No,2,Veteran Champion,0.010487349,25,2072.2868093699217
61,2018-11-20,312,Male,0,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.06,3670.09,106.6,23,2,4,0,60.17,Veteran,88.5,No,2,Veteran Champion,0.0061622397,11,656.5888636386395
38,2020-10-04,191,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,81.52,3102.31,81.0,24,3,7,1,81.64,Loyal,53.2,No,1,Veteran Champion,0.09719549,34,2502.285159664154
3,2023-09-10,13,Female,1,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),103.0,305.37,61.9,12,4,3,0,101.79,New,39.8,Yes,3,Loyal Mid-tier,0.8548205,69,1031.7907783985138
7,2023-05-26,223,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),109.41,761.79,46.6,14,4,8,0,108.83,New,33.3,Yes,3,Loyal Mid-tier,0.8942499,65,752.0575843334198
37,2020-11-01,139,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,109.05,4031.75,49.6,15,3,3,1,108.97,Loyal,53.8,Yes,1,Veteran Champion,0.4399013,35,2137.7567425221205
63,2018-09-24,336,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.31,1405.16,58.7,19,1,2,0,22.3,Veteran,77.2,No,2,Veteran Champion,0.00054932915,9,200.67970275878906
43,2020-05-13,249,Male,0,No,No,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,65.19,2799.93,74.4,21,3,3,0,65.11,Loyal,58.6,No,1,Veteran Champion,0.017662937,29,1857.1180307453872
22,2022-02-12,126,Male,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,94.29,2073.18,79.1,24,7,10,1,94.24,Regular,41.0,Yes,3,Loyal Mid-tier,0.8982327,50,479.78194320201874
69,2018-03-10,144,Male,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.16,1460.37,79.8,19,3,5,0,21.16,Veteran,67.1,No,2,Veteran Champion,0.007291348,3,63.017143414020545
3,2023-09-26,12,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.01,84.49,54.9,21,2,5,0,28.16,New,40.7,No,0,Loyal Mid-tier,0.32138026,69,1311.5615899264812
4,2023-08-30,19,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.97,419.73,26.9,18,3,3,0,104.93,New,41.7,Yes,3,Loyal Mid-tier,0.5128401,68,3444.20106187582
34,2021-02-12,6,Female,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.94,1359.26,64.0,14,0,4,1,39.98,Loyal,55.9,No,0,Loyal Mid-tier,0.06774596,38,1414.9005657696723
15,2022-09-30,83,Female,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,76.1,1144.35,56.0,10,2,3,0,76.29,Regular,46.3,Yes,0,Loyal Mid-tier,0.32982278,57,2907.027732825279
41,2020-07-08,78,Female,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),65.42,2686.59,66.7,11,0,1,1,65.53,Loyal,66.1,No,2,Veteran Champion,0.0049703675,31,2017.9399867379666
59,2019-01-06,229,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.99,1236.22,49.4,14,2,4,0,20.95,Veteran,62.6,No,2,Veteran Champion,0.0368152,13,262.824229260087
65,2018-07-29,85,Male,0,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),76.82,4995.96,81.0,26,1,3,0,76.86,Veteran,77.5,No,2,Veteran Champion,0.0025147924,7,536.387702435255
15,2022-09-18,120,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,86.49,1298.06,29.9,13,4,7,0,86.54,Regular,34.6,Yes,3,Loyal Mid-tier,0.9038349,57,474.0873130077123
49,2019-11-10,187,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.99,1274.56,47.8,14,0,3,0,26.01,Veteran,65.9,No,2,Veteran Champion,0.007489001,23,593.2932851713896
20,2022-04-22,188,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.82,580.59,55.1,10,2,3,0,29.03,Regular,41.9,No,0,Loyal Mid-tier,0.21307929,52,1179.310877261162
64,2018-08-07,364,Male,0,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,69.86,4466.16,99.8,14,2,1,1,69.78,Veteran,70.2,No,2,Veteran Champion,0.0013585032,8,558.1207564544678
42,2020-06-16,89,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.11,3912.39,81.5,13,5,8,0,93.15,Loyal,54.0,No,1,Veteran Champion,0.43235874,30,1585.5923266410828
46,2020-02-29,323,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),78.19,3599.86,111.1,23,2,3,0,78.26,Loyal,76.2,No,2,Veteran Champion,0.016303465,26,1999.796004036665
30,2021-06-05,6,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.51,1554.16,59.4,25,0,1,1,51.81,Loyal,63.9,No,0,Loyal Mid-tier,0.057455566,42,2039.1195362949372
59,2019-01-29,253,Female,1,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.97,1885.17,64.6,15,1,3,0,31.95,Veteran,70.8,No,2,Veteran Champion,0.015654799,13,409.10370760679245
21,2022-03-10,69,Female,1,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.01,2058.78,85.4,18,2,4,1,98.04,Regular,60.6,No,1,Veteran Champion,0.38514173,51,3073.375209635496
48,2019-12-21,299,Female,0,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,80.55,3862.6,67.8,16,2,4,0,80.47,Loyal,66.1,No,1,Veteran Champion,0.050557744,24,1835.461791372299
23,2022-01-24,150,Male,0,No,No,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.13,1637.36,56.9,14,1,1,2,71.19,Regular,53.6,No,0,Loyal Mid-tier,0.18396188,49,2844.1948231315614
3,2023-09-16,8,Female,1,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),66.57,198.55,58.2,15,3,4,1,66.18,New,39.0,Yes,3,Loyal Mid-tier,0.8346049,69,759.7141876083613
62,2018-10-15,168,Male,1,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.19,1315.71,101.9,29,1,3,0,21.22,Veteran,85.6,No,2,Veteran Champion,0.0024121248,10,211.3888674557209
11,2023-01-06,15,Female,0,Yes,No,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.2,711.49,97.5,15,4,6,0,64.68,New,51.8,No,3,Loyal Mid-tier,0.70750487,61,1163.3116369724276
2,2023-10-16,18,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,105.12,205.74,73.8,19,5,5,3,102.87,New,32.2,Yes,3,Loyal Mid-tier,0.95467174,70,333.5434644699097
41,2020-07-07,335,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,67.81,2779.38,29.6,19,0,1,0,67.79,Loyal,62.2,No,0,Loyal Mid-tier,0.0060302974,31,2089.4336016678812
59,2019-01-19,175,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,1179.91,58.3,19,0,3,0,20.0,Veteran,72.4,No,2,Veteran Champion,0.0036174431,13,259.05945897102356
11,2023-01-09,352,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,119.9,1313.83,55.9,9,5,6,1,119.44,New,29.6,Yes,3,Loyal Mid-tier,0.94483715,61,403.4555469810963
2,2023-10-05,9,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,64.01,129.93,60.5,15,3,9,0,64.96,New,31.3,No,3,Loyal Mid-tier,0.6216375,70,1695.3287499129774
66,2018-06-02,298,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.35,1807.11,78.3,15,4,5,0,27.38,Veteran,69.3,No,2,Veteran Champion,0.00158768,6,163.83946024775508
7,2023-05-29,285,Female,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.98,254.2,86.0,16,0,2,0,36.31,New,63.2,No,0,Loyal Mid-tier,0.023779215,65,2283.087553554773
10,2023-02-06,111,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,104.47,1045.32,49.5,12,4,5,1,104.53,New,33.6,Yes,3,Loyal Mid-tier,0.9314666,62,443.9005596637726
63,2018-09-19,252,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,63.65,4005.43,94.5,25,2,1,0,63.58,Veteran,74.5,No,2,Veteran Champion,0.0028419853,9,571.2219551056623
10,2023-02-04,253,Female,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,85.17,857.67,41.0,18,3,5,0,85.77,New,44.5,Yes,3,Loyal Mid-tier,0.6203637,62,2004.6846025943755
72,2017-12-17,75,Male,1,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,73.32,5282.05,84.3,18,0,2,0,73.36,Veteran,88.0,No,2,Veteran Champion,0.0031047624,0,0.0
37,2020-11-20,198,Female,0,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),74.9,2776.59,69.5,14,3,3,1,75.04,Loyal,63.4,No,1,Veteran Champion,0.011953561,35,2590.1638140380383
10,2023-02-08,257,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,85.02,854.72,66.7,17,6,7,0,85.47,New,33.5,Yes,3,Loyal Mid-tier,0.9235377,62,403.05128413438797
10,2023-02-27,207,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),83.12,823.84,100.6,26,5,6,2,82.38,New,49.6,No,3,Loyal Mid-tier,0.379765,62,3196.3436846160894
35,2021-01-03,206,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,45.75,1604.02,71.3,21,1,1,1,45.83,Loyal,61.9,No,2,Veteran Champion,0.0048006703,37,1684.6236535012722
1,2023-11-16,19,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),86.73,90.67,83.0,19,3,3,1,90.67,New,45.8,Yes,3,Loyal Mid-tier,0.7953792,71,1260.0199688440562
10,2023-02-03,336,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),69.64,697.62,59.7,11,1,2,0,69.76,New,54.7,Yes,0,Loyal Mid-tier,0.12951139,62,3758.491406898499
35,2021-01-18,204,Female,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,699.43,63.8,11,0,1,1,19.98,Loyal,57.8,No,0,Loyal Mid-tier,0.010569706,37,732.1784281730652
7,2023-05-20,74,Female,0,Yes,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.64,534.15,65.6,14,0,3,1,76.31,New,47.9,No,0,Loyal Mid-tier,0.4297978,65,2877.582581019402
7,2023-05-08,282,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.82,633.72,66.4,21,4,6,1,90.53,New,39.5,Yes,3,Loyal Mid-tier,0.8919263,65,637.99154047966
52,2019-08-27,333,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.42,5222.32,66.7,13,3,5,1,100.43,Veteran,52.7,Yes,1,Veteran Champion,0.44083905,20,1123.0188475608827
9,2023-03-06,348,Male,1,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.37,271.33,76.5,25,1,5,0,30.15,New,56.7,No,0,Loyal Mid-tier,0.03947082,63,1837.7901393091681
8,2023-04-23,24,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,159.64,53.6,13,2,3,0,19.95,New,48.0,No,0,Loyal Mid-tier,0.27072367,64,933.4736633300781
27,2021-09-25,351,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,82.47,2223.87,79.0,16,3,4,2,82.37,Loyal,46.9,Yes,3,Loyal Mid-tier,0.7121864,45,1068.1194560319186
53,2019-07-30,273,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,5222.52,87.3,15,2,5,0,98.54,Veteran,64.2,No,1,Veteran Champion,0.019164532,19,1834.7017281293868
7,2023-05-08,1,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.85,643.83,81.4,25,6,6,0,91.98,New,44.0,Yes,3,Loyal Mid-tier,0.9074039,65,552.8219477087259
69,2018-03-21,256,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,71.2,4913.35,75.1,21,2,2,0,71.21,Veteran,67.0,No,2,Veteran Champion,0.002272269,3,213.114647769928
50,2019-10-25,186,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,998.55,73.8,18,4,3,1,19.97,Veteran,56.5,No,0,Loyal Mid-tier,0.0074288687,22,436.73129081726074
9,2023-03-30,354,Male,1,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.0,178.76,56.0,16,1,0,1,19.86,New,52.3,No,0,Loyal Mid-tier,0.039535094,63,1210.1857674121857
44,2020-04-16,124,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.0,880.32,52.7,12,1,0,1,20.01,Loyal,56.5,No,0,Loyal Mid-tier,0.0029906144,28,558.3252620697021
9,2023-03-30,14,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,179.83,95.5,23,1,2,0,19.98,New,69.2,No,0,Loyal Mid-tier,0.034711324,63,1216.2637603282928
9,2023-03-31,31,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),87.43,783.71,66.3,25,2,3,0,87.08,New,48.9,No,0,Loyal Mid-tier,0.33186507,63,3680.1473141884803
27,2021-09-30,53,Male,0,Yes,No,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,57.19,1545.07,49.5,12,1,0,0,57.22,Loyal,53.6,No,0,Loyal Mid-tier,0.020723267,45,2520.2175942867993
21,2022-03-07,358,Female,1,Yes,No,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.96,1513.71,69.8,16,2,5,1,72.08,Regular,51.3,No,0,Loyal Mid-tier,0.09676464,51,3314.83770006895
55,2019-06-01,50,Female,1,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),88.17,4847.03,52.6,19,2,4,1,88.13,Veteran,67.2,No,1,Veteran Champion,0.02040823,17,1468.3003334087134
27,2021-09-15,28,Female,0,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,59.53,1606.68,70.9,18,1,0,0,59.51,Loyal,66.2,No,2,Veteran Champion,0.01193504,45,2646.8777772277595
47,2020-01-20,68,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,59.56,2797.97,72.2,22,0,5,1,59.53,Loyal,68.5,No,2,Veteran Champion,0.0058227056,25,1480.3299726843834
57,2019-03-19,51,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.0,1141.37,76.4,19,3,7,1,20.02,Veteran,63.8,No,2,Veteran Champion,0.002505319,15,299.24840927124023
7,2023-05-22,237,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,91.42,639.83,43.9,22,3,3,0,91.4,New,44.3,Yes,3,Loyal Mid-tier,0.6372071,65,2155.8243040144444
61,2018-11-24,200,Female,0,Yes,No,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,65.62,3997.38,82.9,26,1,4,1,65.53,Veteran,69.4,No,2,Veteran Champion,0.0073836385,11,716.4903376686574
54,2019-06-27,174,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,105.5,5688.22,116.6,20,4,4,2,105.34,Veteran,64.7,No,1,Veteran Champion,0.037369713,18,1828.0348863601685
11,2023-01-16,149,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),108.98,1198.35,66.8,16,6,6,0,108.94,New,33.6,Yes,3,Loyal Mid-tier,0.95727,61,284.0594651818276
18,2022-06-12,245,Male,0,Yes,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.15,1116.73,35.6,16,0,2,2,62.04,Regular,53.3,No,0,Loyal Mid-tier,0.16536221,54,2801.1277900815007
16,2022-08-21,45,Male,0,No,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.24,1088.8,52.7,19,1,1,1,68.05,Regular,55.0,No,0,Loyal Mid-tier,0.12849127,56,3330.418273544311
6,2023-06-04,279,Female,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.97,198.31,16.0,18,2,1,0,33.05,New,40.6,No,0,Loyal Mid-tier,0.15279977,66,1843.5246115458012
10,2023-02-22,284,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,89.1,893.72,28.3,17,3,4,1,89.37,New,31.5,Yes,3,Loyal Mid-tier,0.790222,62,1158.8556875109673
26,2021-10-21,154,Male,0,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,78.35,2039.62,62.4,17,4,5,2,78.45,Loyal,54.0,Yes,3,Loyal Mid-tier,0.12156873,46,3165.9541062772273
10,2023-02-05,44,Female,0,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.47,649.35,56.1,13,3,4,1,64.94,New,45.2,No,3,Loyal Mid-tier,0.49754518,62,2039.5344470751286
69,2018-03-13,283,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.05,1522.8,81.2,19,0,0,0,22.07,Veteran,86.0,No,2,Veteran Champion,0.0065011615,3,65.71994970738888
5,2023-07-24,10,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),82.79,404.3,50.5,11,4,5,1,80.86,New,39.6,No,3,Loyal Mid-tier,0.75696,67,1348.1260071724655
40,2020-08-20,358,Male,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.2,4328.64,65.8,12,2,1,3,108.22,Loyal,48.4,Yes,1,Veteran Champion,0.79255384,32,718.2615772247315
51,2019-09-18,303,Male,1,No,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.03,5152.04,90.2,22,1,2,3,101.02,Veteran,69.1,No,1,Veteran Champion,0.05252712,21,2010.1868659204245
23,2022-01-26,66,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),102.24,2353.95,85.4,23,3,2,0,102.35,Regular,57.3,No,1,Veteran Champion,0.28862512,49,3563.8174132347103
